index,Time,Region,Civilian Population,Total Labor Force,Percent of Population,Employed - Total,Employed - Percent of Population,Unemployed - Total,Unemployed - Percent of Labor Force,year,state
25562,17-Oct,Hawaii,1095478,682569,62.3,667998,61,14571,2.1,2017,hawaii
25563,17-Oct,Idaho,1311822,841857,64.2,816726,62.3,25131,3,2017,idaho
25564,17-Oct,Illinois,10060091,6501975,64.6,6182414,61.5,319561,4.9,2017,illinois
25565,17-Oct,Indiana,5192261,3322852,64,3207794,61.8,115058,3.5,2017,indiana
25566,17-Oct,Iowa,2459122,1675041,68.1,1625795,66.1,49246,2.9,2017,iowa
25567,17-Oct,Kansas,2221558,1478910,66.6,1426621,64.2,52289,3.5,2017,kansas
25568,17-Oct,Kentucky,3481447,2055308,59,1961625,56.3,93683,4.6,2017,kentucky
25569,17-Oct,Louisiana,3596825,2115366,58.8,2016232,56.1,99134,4.7,2017,louisiana
25570,17-Oct,Maine,1102861,700529,63.5,678223,61.5,22306,3.2,2017,maine
25571,17-Oct,Maryland,4772360,3223061,67.5,3092834,64.8,130227,4,2017,maryland
25572,17-Oct,Massachusetts,5597079,3658063,65.4,3529226,63.1,128837,3.5,2017,massachusetts
25573,17-Oct,Michigan,7956497,4902141,61.6,4670149,58.7,231992,4.7,2017,michigan
25574,17-Oct,Minnesota,4379442,3070582,70.1,2969194,67.8,101388,3.3,2017,minnesota
25575,17-Oct,Mississippi,2290974,1277620,55.8,1216553,53.1,61067,4.8,2017,mississippi
25576,17-Oct,Missouri,4789210,3048881,63.7,2938214,61.4,110667,3.6,2017,missouri
25577,17-Oct,Montana,834904,527027,63.1,505448,60.5,21579,4.1,2017,montana
25578,17-Oct,Nebraska,1469334,1007035,68.5,977763,66.5,29272,2.9,2017,nebraska
25579,17-Oct,Nevada,2364860,1473938,62.3,1402099,59.3,71839,4.9,2017,nevada
25580,17-Oct,New Hampshire,1102880,746893,67.7,727395,66,19498,2.6,2017,new hampshire
25581,17-Oct,New Jersey,7170755,4515353,63,4301089,60,214264,4.7,2017,new jersey
25582,17-Oct,New Mexico,1622211,931539,57.4,875803,54,55736,6,2017,new mexico
25583,17-Oct,New York,15953016,9715583,60.9,9259461,58,456122,4.7,2017,new york
25584,17-Oct,North Carolina,8064872,4968481,61.6,4747159,58.9,221322,4.5,2017,north carolina
25585,17-Oct,North Dakota,579688,413648,71.4,402725,69.5,10923,2.6,2017,north dakota
25586,17-Oct,Ohio,9203241,5785775,62.9,5503328,59.8,282447,4.9,2017,ohio
25587,17-Oct,Oklahoma,3001179,1842332,61.4,1766262,58.9,76070,4.1,2017,oklahoma
25588,17-Oct,Oregon,3344893,2121693,63.4,2033478,60.8,88215,4.2,2017,oregon
25589,17-Oct,Pennsylvania,10271021,6418284,62.5,6109456,59.5,308828,4.8,2017,pennsylvania
25590,17-Oct,Rhode Island,863369,556339,64.4,531268,61.5,25071,4.5,2017,rhode island
25591,17-Oct,South Carolina,3966728,2319409,58.5,2221475,56,97934,4.2,2017,south carolina
25592,17-Oct,South Dakota,661410,456331,69,440726,66.6,15605,3.4,2017,south dakota
25593,17-Oct,Tennessee,5296525,3220679,60.8,3114718,58.8,105961,3.3,2017,tennessee
25594,17-Oct,Texas,21366983,13592091,63.6,13057389,61.1,534702,3.9,2017,texas
25595,17-Oct,Utah,2263540,1573918,69.5,1523759,67.3,50159,3.2,2017,utah
25596,17-Oct,Vermont,515977,344945,66.9,334886,64.9,10059,2.9,2017,vermont
25597,17-Oct,Virginia,6623426,4320772,65.2,4164655,62.9,156117,3.6,2017,virginia
25598,17-Oct,Washington,5862032,3756619,64.1,3579503,61.1,177116,4.7,2017,washington
25599,17-Oct,West Virginia,1460051,781886,53.6,739699,50.7,42187,5.4,2017,west virginia
25600,17-Oct,Wisconsin,4601113,3159757,68.7,3057975,66.5,101782,3.2,2017,wisconsin
25601,17-Oct,Wyoming,446958,292348,65.4,280189,62.7,12159,4.2,2017,wyoming
25602,17-Nov,Alabama,3837447,2163722,56.4,2081752,54.2,81970,3.8,2017,alabama
25603,17-Nov,Alaska,546554,362458,66.3,336224,61.5,26234,7.2,2017,alaska
25604,17-Nov,Arizona,5502915,3340656,60.7,3183120,57.8,157536,4.7,2017,arizona
25605,17-Nov,Arkansas,2331443,1357161,58.2,1306710,56,50451,3.7,2017,arkansas
25606,17-Nov,California,31088978,19390563,62.4,18525773,59.6,864790,4.5,2017,california
25607,17-Nov,Colorado,4420557,3031291,68.6,2939071,66.5,92220,3,2017,colorado
25608,17-Nov,Connecticut,2893280,1912251,66.1,1826004,63.1,86247,4.5,2017,connecticut
25609,17-Nov,Delaware,769760,477911,62.1,456236,59.3,21675,4.5,2017,delaware
25610,17-Nov,District of Columbia,572100,401402,70.2,377694,66,23708,5.9,2017,district of columbia
25611,17-Nov,Florida,17065606,10139552,59.4,9743382,57.1,396170,3.9,2017,florida
25612,17-Nov,Georgia,8050028,5093090,63.3,4865264,60.4,227826,4.5,2017,georgia
25613,17-Nov,Hawaii,1095534,682710,62.3,668104,61,14606,2.1,2017,hawaii
25614,17-Nov,Idaho,1314519,842083,64.1,816951,62.1,25132,3,2017,idaho
25615,17-Nov,Illinois,10059631,6501460,64.6,6183083,61.5,318377,4.9,2017,illinois
25616,17-Nov,Indiana,5195016,3320822,63.9,3207096,61.7,113726,3.4,2017,indiana
25617,17-Nov,Iowa,2460207,1674753,68.1,1625600,66.1,49153,2.9,2017,iowa
25618,17-Nov,Kansas,2222227,1478545,66.5,1426326,64.2,52219,3.5,2017,kansas
25619,17-Nov,Kentucky,3482831,2053968,59,1961014,56.3,92954,4.5,2017,kentucky
25620,17-Nov,Louisiana,3597072,2115739,58.8,2016469,56.1,99270,4.7,2017,louisiana
25621,17-Nov,Maine,1103372,700226,63.5,678193,61.5,22033,3.1,2017,maine
25622,17-Nov,Maryland,4774637,3221982,67.5,3091482,64.7,130500,4.1,2017,maryland
25623,17-Nov,Massachusetts,5600438,3657358,65.3,3528769,63,128589,3.5,2017,massachusetts
25624,17-Nov,Michigan,7959650,4901592,61.6,4669834,58.7,231758,4.7,2017,michigan
25625,17-Nov,Minnesota,4383120,3070156,70,2968697,67.7,101459,3.3,2017,minnesota
25626,17-Nov,Mississippi,2291366,1277521,55.8,1216703,53.1,60818,4.8,2017,mississippi
25627,17-Nov,Missouri,4791278,3048438,63.6,2937251,61.3,111187,3.6,2017,missouri
25628,17-Nov,Montana,835793,526986,63.1,505427,60.5,21559,4.1,2017,montana
25629,17-Nov,Nebraska,1470332,1007038,68.5,977730,66.5,29308,2.9,2017,nebraska
25630,17-Nov,Nevada,2369284,1474055,62.2,1402164,59.2,71891,4.9,2017,nevada
25631,17-Nov,New Hampshire,1103692,746717,67.7,727286,65.9,19431,2.6,2017,new hampshire
25632,17-Nov,New Jersey,7173770,4513889,62.9,4299951,59.9,213938,4.7,2017,new jersey
25633,17-Nov,New Mexico,1622885,931671,57.4,875923,54,55748,6,2017,new mexico
25634,17-Nov,New York,15955923,9709880,60.9,9254869,58,455011,4.7,2017,new york
25635,17-Nov,North Carolina,8074422,4967600,61.5,4745680,58.8,221920,4.5,2017,north carolina
25636,17-Nov,North Dakota,579613,413548,71.3,402616,69.5,10932,2.6,2017,north dakota
25637,17-Nov,Ohio,9206335,5782715,62.8,5501798,59.8,280917,4.9,2017,ohio
25638,17-Nov,Oklahoma,3002154,1842189,61.4,1766036,58.8,76153,4.1,2017,oklahoma
25639,17-Nov,Oregon,3349305,2121596,63.3,2033520,60.7,88076,4.2,2017,oregon
25640,17-Nov,Pennsylvania,10273110,6418195,62.5,6108750,59.5,309445,4.8,2017,pennsylvania
25641,17-Nov,Rhode Island,863651,556343,64.4,531210,61.5,25133,4.5,2017,rhode island
25642,17-Nov,South Carolina,3971849,2319133,58.4,2221189,55.9,97944,4.2,2017,south carolina
25643,17-Nov,South Dakota,661976,456318,68.9,440740,66.6,15578,3.4,2017,south dakota
25644,17-Nov,Tennessee,5301665,3219852,60.7,3113474,58.7,106378,3.3,2017,tennessee
25645,17-Nov,Texas,21397145,13593505,63.5,13057329,61,536176,3.9,2017,texas
25646,17-Nov,Utah,2267869,1574271,69.4,1524148,67.2,50123,3.2,2017,utah
25647,17-Nov,Vermont,516083,344895,66.8,334853,64.9,10042,2.9,2017,vermont
25648,17-Nov,Virginia,6628097,4319320,65.2,4163169,62.8,156151,3.6,2017,virginia
25649,17-Nov,Washington,5871043,3756204,64,3579304,61,176900,4.7,2017,washington
25650,17-Nov,West Virginia,1459313,782030,53.6,739693,50.7,42337,5.4,2017,west virginia
25651,17-Nov,Wisconsin,4603329,3158682,68.6,3057730,66.4,100952,3.2,2017,wisconsin
25652,17-Nov,Wyoming,446659,292293,65.4,280162,62.7,12131,4.2,2017,wyoming
25653,17-Dec,Alabama,3838682,2163554,56.4,2081176,54.2,82378,3.8,2017,alabama
25654,17-Dec,Alaska,546490,362473,66.3,336253,61.5,26220,7.2,2017,alaska
25655,17-Dec,Arizona,5511612,3339431,60.6,3181684,57.7,157747,4.7,2017,arizona
25656,17-Dec,Arkansas,2332681,1356940,58.2,1306527,56,50413,3.7,2017,arkansas
25657,17-Dec,California,31108823,19386465,62.3,18520093,59.5,866372,4.5,2017,california
25658,17-Dec,Colorado,4426730,3029796,68.4,2937962,66.4,91834,3,2017,colorado
25659,17-Dec,Connecticut,2893704,1912551,66.1,1826167,63.1,86384,4.5,2017,connecticut
25660,17-Dec,Delaware,770502,477882,62,456188,59.2,21694,4.5,2017,delaware
25661,17-Dec,District of Columbia,572603,401428,70.1,377688,66,23740,5.9,2017,district of columbia
25662,17-Dec,Florida,17089961,10138193,59.3,9741161,57,397032,3.9,2017,florida
25663,17-Dec,Georgia,8058945,5091491,63.2,4863272,60.3,228219,4.5,2017,georgia
25664,17-Dec,Hawaii,1095528,682852,62.3,668182,61,14670,2.1,2017,hawaii
25665,17-Dec,Idaho,1317182,841774,63.9,816611,62,25163,3,2017,idaho
25666,17-Dec,Illinois,10058678,6500446,64.6,6182324,61.5,318122,4.9,2017,illinois
25667,17-Dec,Indiana,5197550,3320260,63.9,3206787,61.7,113473,3.4,2017,indiana
25668,17-Dec,Iowa,2461202,1674894,68.1,1625627,66.1,49267,2.9,2017,iowa
25669,17-Dec,Kansas,2222794,1478476,66.5,1426227,64.2,52249,3.5,2017,kansas
25670,17-Dec,Kentucky,3484091,2053713,58.9,1960525,56.3,93188,4.5,2017,kentucky
25671,17-Dec,Louisiana,3597152,2115536,58.8,2015897,56,99639,4.7,2017,louisiana
25672,17-Dec,Maine,1103883,700192,63.4,678144,61.4,22048,3.1,2017,maine
25673,17-Dec,Maryland,4776739,3221685,67.4,3091074,64.7,130611,4.1,2017,maryland
25674,17-Dec,Massachusetts,5603545,3657291,65.3,3528413,63,128878,3.5,2017,massachusetts
25675,17-Dec,Michigan,7962516,4900207,61.5,4669268,58.6,230939,4.7,2017,michigan
25676,17-Dec,Minnesota,4386635,3069832,70,2968202,67.7,101630,3.3,2017,minnesota
25677,17-Dec,Mississippi,2291644,1277573,55.7,1216640,53.1,60933,4.8,2017,mississippi
25678,17-Dec,Missouri,4793175,3048394,63.6,2937008,61.3,111386,3.7,2017,missouri
25679,17-Dec,Montana,836669,526944,63,505413,60.4,21531,4.1,2017,montana
25680,17-Dec,Nebraska,1471244,1007050,68.4,977741,66.5,29309,2.9,2017,nebraska
25681,17-Dec,Nevada,2373573,1473704,62.1,1401723,59.1,71981,4.9,2017,nevada
25682,17-Dec,New Hampshire,1104428,746676,67.6,727245,65.8,19431,2.6,2017,new hampshire
25683,17-Dec,New Jersey,7176397,4513664,62.9,4300174,59.9,213490,4.7,2017,new jersey
25684,17-Dec,New Mexico,1623447,931571,57.4,875799,53.9,55772,6,2017,new mexico
25685,17-Dec,New York,15958017,9708580,60.8,9253641,58,454939,4.7,2017,new york
25686,17-Dec,North Carolina,8083590,4966113,61.4,4744264,58.7,221849,4.5,2017,north carolina
25687,17-Dec,North Dakota,579509,413573,71.4,402668,69.5,10905,2.6,2017,north dakota
25688,17-Dec,Ohio,9209056,5782017,62.8,5501017,59.7,281000,4.9,2017,ohio
25689,17-Dec,Oklahoma,3002984,1841801,61.3,1765566,58.8,76235,4.1,2017,oklahoma
25690,17-Dec,Oregon,3353525,2120955,63.2,2032976,60.6,87979,4.1,2017,oregon
25691,17-Dec,Pennsylvania,10274760,6418025,62.5,6108483,59.5,309542,4.8,2017,pennsylvania
25692,17-Dec,Rhode Island,863923,556267,64.4,531149,61.5,25118,4.5,2017,rhode island
25693,17-Dec,South Carolina,3976814,2318724,58.3,2220845,55.8,97879,4.2,2017,south carolina
25694,17-Dec,South Dakota,662490,456271,68.9,440716,66.5,15555,3.4,2017,south dakota
25695,17-Dec,Tennessee,5306547,3218569,60.7,3111843,58.6,106726,3.3,2017,tennessee
25696,17-Dec,Texas,21426063,13591013,63.4,13053325,60.9,537688,4,2017,texas
25697,17-Dec,Utah,2272091,1573889,69.3,1523739,67.1,50150,3.2,2017,utah
25698,17-Dec,Vermont,516151,344870,66.8,334820,64.9,10050,2.9,2017,vermont
25699,17-Dec,Virginia,6632449,4318483,65.1,4162203,62.8,156280,3.6,2017,virginia
25700,17-Dec,Washington,5879807,3754871,63.9,3578007,60.9,176864,4.7,2017,washington
25701,17-Dec,West Virginia,1458505,781852,53.6,739601,50.7,42251,5.4,2017,west virginia
25702,17-Dec,Wisconsin,4605309,3158257,68.6,3057396,66.4,100861,3.2,2017,wisconsin
25703,17-Dec,Wyoming,446348,292305,65.5,280200,62.8,12105,4.1,2017,wyoming
25704,18-Jan,Alabama,3839921,2160683,56.3,2079876,54.2,80807,3.7,2018,alabama
25705,18-Jan,Alaska,546429,362500,66.3,336189,61.5,26311,7.3,2018,alaska
25706,18-Jan,Arizona,5520395,3345206,60.6,3185080,57.7,160126,4.8,2018,arizona
25707,18-Jan,Arkansas,2333939,1355383,58.1,1304610,55.9,50773,3.7,2018,arkansas
25708,18-Jan,California,31129325,19389063,62.3,18536734,59.5,852329,4.4,2018,california
25709,18-Jan,Colorado,4432917,3034093,68.4,2941725,66.4,92368,3,2018,colorado
25710,18-Jan,Connecticut,2894185,1909934,66,1823176,63,86758,4.5,2018,connecticut
25711,18-Jan,Delaware,771283,478399,62,456885,59.2,21514,4.5,2018,delaware
25712,18-Jan,District of Columbia,573172,401749,70.1,378592,66.1,23157,5.8,2018,district of columbia
25713,18-Jan,Florida,17114515,10151618,59.3,9754409,57,397209,3.9,2018,florida
25714,18-Jan,Georgia,8067876,5100106,63.2,4872477,60.4,227629,4.5,2018,georgia
25715,18-Jan,Hawaii,1095553,683024,62.3,668653,61,14371,2.1,2018,hawaii
25716,18-Jan,Idaho,1319813,844203,64,818983,62.1,25220,3,2018,idaho
25717,18-Jan,Illinois,10057795,6491908,64.5,6180403,61.4,311505,4.8,2018,illinois
25718,18-Jan,Indiana,5200045,3313103,63.7,3203741,61.6,109362,3.3,2018,indiana
25719,18-Jan,Iowa,2462194,1673405,68,1625074,66,48331,2.9,2018,iowa
25720,18-Jan,Kansas,2223399,1476833,66.4,1425843,64.1,50990,3.5,2018,kansas
25721,18-Jan,Kentucky,3485325,2049817,58.8,1961941,56.3,87876,4.3,2018,kentucky
25722,18-Jan,Louisiana,3597236,2120684,59,2024116,56.3,96568,4.6,2018,louisiana
25723,18-Jan,Maine,1104341,699711,63.4,678703,61.5,21008,3,2018,maine
25724,18-Jan,Maryland,4778833,3221345,67.4,3089278,64.6,132067,4.1,2018,maryland
25725,18-Jan,Massachusetts,5606659,3659563,65.3,3532436,63,127127,3.5,2018,massachusetts
25726,18-Jan,Michigan,7965298,4897006,61.5,4665379,58.6,231627,4.7,2018,michigan
25727,18-Jan,Minnesota,4390101,3076674,70.1,2975997,67.8,100677,3.3,2018,minnesota
25728,18-Jan,Mississippi,2291947,1274795,55.6,1216518,53.1,58277,4.6,2018,mississippi
25729,18-Jan,Missouri,4795064,3042751,63.5,2930430,61.1,112321,3.7,2018,missouri
25730,18-Jan,Montana,837531,526694,62.9,505165,60.3,21529,4.1,2018,montana
25731,18-Jan,Nebraska,1472178,1007856,68.5,979018,66.5,28838,2.9,2018,nebraska
25732,18-Jan,Nevada,2377904,1476359,62.1,1404231,59.1,72128,4.9,2018,nevada
25733,18-Jan,New Hampshire,1105169,746570,67.6,727206,65.8,19364,2.6,2018,new hampshire
25734,18-Jan,New Jersey,7179101,4508665,62.8,4296896,59.9,211769,4.7,2018,new jersey
25735,18-Jan,New Mexico,1624062,933250,57.5,878253,54.1,54997,5.9,2018,new mexico
25736,18-Jan,New York,15960241,9701691,60.8,9249282,58,452409,4.7,2018,new york
25737,18-Jan,North Carolina,8092789,4969893,61.4,4747637,58.7,222256,4.5,2018,north carolina
25738,18-Jan,North Dakota,579378,413567,71.4,402629,69.5,10938,2.6,2018,north dakota
25739,18-Jan,Ohio,9211712,5768713,62.6,5497444,59.7,271269,4.7,2018,ohio
25740,18-Jan,Oklahoma,3003840,1842471,61.3,1766250,58.8,76221,4.1,2018,oklahoma
25741,18-Jan,Oregon,3357767,2125221,63.3,2037526,60.7,87695,4.1,2018,oregon
25742,18-Jan,Pennsylvania,10276393,6413906,62.4,6103687,59.4,310219,4.8,2018,pennsylvania
25743,18-Jan,Rhode Island,864163,556621,64.4,531462,61.5,25159,4.5,2018,rhode island
25744,18-Jan,South Carolina,3981761,2321233,58.3,2221051,55.8,100182,4.3,2018,south carolina
25745,18-Jan,South Dakota,662992,457257,69,441652,66.6,15605,3.4,2018,south dakota
25746,18-Jan,Tennessee,5311419,3218407,60.6,3111641,58.6,106766,3.3,2018,tennessee
25747,18-Jan,Texas,21455392,13612743,63.4,13074211,60.9,538532,4,2018,texas
25748,18-Jan,Utah,2276260,1575767,69.2,1526565,67.1,49202,3.1,2018,utah
25749,18-Jan,Vermont,516251,345116,66.9,335233,64.9,9883,2.9,2018,vermont
25750,18-Jan,Virginia,6636793,4317044,65,4163085,62.7,153959,3.6,2018,virginia
25751,18-Jan,Washington,5888544,3757119,63.8,3579847,60.8,177272,4.7,2018,washington
25752,18-Jan,West Virginia,1457694,783071,53.7,740933,50.8,42138,5.4,2018,west virginia
25753,18-Jan,Wisconsin,4607252,3157487,68.5,3060817,66.4,96670,3.1,2018,wisconsin
25754,18-Jan,Wyoming,446015,291790,65.4,279969,62.8,11821,4.1,2018,wyoming
25755,18-Feb,Alabama,3840664,2160917,56.3,2080346,54.2,80571,3.7,2018,alabama
25756,18-Feb,Alaska,546321,362659,66.4,336265,61.6,26394,7.3,2018,alaska
25757,18-Feb,Arizona,5528429,3355522,60.7,3191923,57.7,163599,4.9,2018,arizona
25758,18-Feb,Arkansas,2334835,1353767,58,1302964,55.8,50803,3.8,2018,arkansas
25759,18-Feb,California,31146399,19392828,62.3,18549799,59.6,843029,4.3,2018,california
25760,18-Feb,Colorado,4438713,3041965,68.5,2949473,66.4,92492,3,2018,colorado
25761,18-Feb,Connecticut,2894278,1908154,65.9,1821246,62.9,86908,4.6,2018,connecticut
25762,18-Feb,Delaware,771915,479075,62.1,457936,59.3,21139,4.4,2018,delaware
25763,18-Feb,District of Columbia,573606,402588,70.2,379836,66.2,22752,5.7,2018,district of columbia
25764,18-Feb,Florida,17136282,10176274,59.4,9778056,57.1,398218,3.9,2018,florida
25765,18-Feb,Georgia,8076006,5115288,63.3,4887760,60.5,227528,4.4,2018,georgia
25766,18-Feb,Hawaii,1095404,683547,62.4,669390,61.1,14157,2.1,2018,hawaii
25767,18-Feb,Idaho,1322300,846451,64,821460,62.1,24991,3,2018,idaho
25768,18-Feb,Illinois,10055730,6491773,64.6,6186468,61.5,305305,4.7,2018,illinois
25769,18-Feb,Indiana,5202029,3315405,63.7,3208242,61.7,107163,3.2,2018,indiana
25770,18-Feb,Iowa,2462881,1673516,67.9,1625597,66,47919,2.9,2018,iowa
25771,18-Feb,Kansas,2223737,1476128,66.4,1425635,64.1,50493,3.4,2018,kansas
25772,18-Feb,Kentucky,3486173,2048993,58.8,1964153,56.3,84840,4.1,2018,kentucky
25773,18-Feb,Louisiana,3596877,2128050,59.2,2032973,56.5,95077,4.5,2018,louisiana
25774,18-Feb,Maine,1104689,699733,63.3,679724,61.5,20009,2.9,2018,maine
25775,18-Feb,Maryland,4780345,3224669,67.5,3090292,64.6,134377,4.2,2018,maryland
25776,18-Feb,Massachusetts,5609183,3669508,65.4,3541921,63.1,127587,3.5,2018,massachusetts
25777,18-Feb,Michigan,7967153,4897455,61.5,4664810,58.6,232645,4.8,2018,michigan
25778,18-Feb,Minnesota,4393144,3086058,70.2,2986232,68,99826,3.2,2018,minnesota
25779,18-Feb,Mississippi,2291935,1274112,55.6,1216454,53.1,57658,4.5,2018,mississippi
25780,18-Feb,Missouri,4796357,3040806,63.4,2929743,61.1,111063,3.7,2018,missouri
25781,18-Feb,Montana,838288,526536,62.8,504846,60.2,21690,4.1,2018,montana
25782,18-Feb,Nebraska,1472932,1009377,68.5,980984,66.6,28393,2.8,2018,nebraska
25783,18-Feb,Nevada,2381974,1480396,62.1,1407901,59.1,72495,4.9,2018,nevada
25784,18-Feb,New Hampshire,1105804,747307,67.6,728082,65.8,19225,2.6,2018,new hampshire
25785,18-Feb,New Jersey,7180959,4506807,62.8,4297357,59.8,209450,4.6,2018,new jersey
25786,18-Feb,New Mexico,1624419,935022,57.6,881113,54.2,53909,5.8,2018,new mexico
25787,18-Feb,New York,15960578,9692597,60.7,9242710,57.9,449887,4.6,2018,new york
25788,18-Feb,North Carolina,8101027,4974340,61.4,4751952,58.7,222388,4.5,2018,north carolina
25789,18-Feb,North Dakota,579228,413613,71.4,402675,69.5,10938,2.6,2018,north dakota
25790,18-Feb,Ohio,9213291,5765770,62.6,5504222,59.7,261548,4.5,2018,ohio
25791,18-Feb,Oklahoma,3004345,1845063,61.4,1769910,58.9,75153,4.1,2018,oklahoma
25792,18-Feb,Oregon,3361594,2129795,63.4,2041760,60.7,88035,4.1,2018,oregon
25793,18-Feb,Pennsylvania,10276743,6410542,62.4,6100672,59.4,309870,4.8,2018,pennsylvania
25794,18-Feb,Rhode Island,864323,557365,64.5,532000,61.6,25365,4.6,2018,rhode island
25795,18-Feb,South Carolina,3986188,2324812,58.3,2223397,55.8,101415,4.4,2018,south carolina
25796,18-Feb,South Dakota,663431,458329,69.1,442692,66.7,15637,3.4,2018,south dakota
25797,18-Feb,Tennessee,5315710,3221992,60.6,3113541,58.6,108451,3.4,2018,tennessee
25798,18-Feb,Texas,21482555,13656938,63.6,13112824,61,544114,4,2018,texas
25799,18-Feb,Utah,2280339,1579114,69.2,1530499,67.1,48615,3.1,2018,utah
25800,18-Feb,Vermont,516278,345923,67,336203,65.1,9720,2.8,2018,vermont
25801,18-Feb,Virginia,6640456,4320832,65.1,4171108,62.8,149724,3.5,2018,virginia
25802,18-Feb,Washington,5896689,3759978,63.8,3581914,60.7,178064,4.7,2018,washington
25803,18-Feb,West Virginia,1456688,784765,53.9,742555,51,42210,5.4,2018,west virginia
25804,18-Feb,Wisconsin,4608690,3161193,68.6,3068360,66.6,92833,2.9,2018,wisconsin
25805,18-Feb,Wyoming,445707,291482,65.4,279930,62.8,11552,4,2018,wyoming
25806,18-Mar,Alabama,3841601,2162897,56.3,2081731,54.2,81166,3.8,2018,alabama
25807,18-Mar,Alaska,546229,362922,66.4,336510,61.6,26412,7.3,2018,alaska
25808,18-Mar,Arizona,5536593,3364525,60.8,3200073,57.8,164452,4.9,2018,arizona
25809,18-Mar,Arkansas,2335908,1353076,57.9,1301725,55.7,51351,3.8,2018,arkansas
25810,18-Mar,California,31163550,19379922,62.2,18552167,59.5,827755,4.3,2018,california
25811,18-Mar,Colorado,4444676,3049371,68.6,2958793,66.6,90578,3,2018,colorado
25812,18-Mar,Connecticut,2894526,1904716,65.8,1818377,62.8,86339,4.5,2018,connecticut
25813,18-Mar,Delaware,772616,480244,62.2,459547,59.5,20697,4.3,2018,delaware
25814,18-Mar,District of Columbia,574091,403727,70.3,380985,66.4,22742,5.6,2018,district of columbia
25815,18-Mar,Florida,17158582,10193386,59.4,9792976,57.1,400410,3.9,2018,florida
25816,18-Mar,Georgia,8084437,5128566,63.4,4902544,60.6,226022,4.4,2018,georgia
25817,18-Mar,Hawaii,1095231,684631,62.5,670547,61.2,14084,2.1,2018,hawaii
25818,18-Mar,Idaho,1324872,848131,64,823461,62.2,24670,2.9,2018,idaho
